Sentence #,Word,POS,Tag
,b',PREP,O
,kumpens,NOUN,O
,barra,ADV,O
,minn,PREP,O
,dawk,PRON-DEM,O
,imniżżlin,PART-PASS,O
,bħala,PREP,O
,titjiriet,NOUN,O
,bi,PREP,O
,skeda,NOUN,O
,",",X-PUN,O
,u,CONJ-CORD,O
,jinkludu,VERB,O
,titjiriet,NOUN,O
,air,NOUN,O
,taxi,NOUN,O
,;,X-PUN,O
,trasportatur,NOUN,O
,tfisser,VERB,O
,intrapriża,NOUN,O
,ta',GEN,O
,trasport,NOUN,O
,bl-,PREP-DEF,O
,ajru,NOUN,O
,li,COMP,O
,jkollha,VERB-PSEU,O
,liċenża,NOUN,O
,valida,ADJ,O
,biex,CONJ-SUB,O
,hi,PRON-PERS,O
,tkun,KIEN,O
,tista',VERB,O
,topera,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 85,Meta,CONJ-SUB,O
,trasportaturi,NOUN,O
,jkollhom,VERB-PSEU,O
,intrapriża,NOUN,O
,flimkien,ADV,O
,jew,CONJ-CORD,O
,xi,QUAN,O
,ftehim,NOUN,O
,kuntrattwali,ADJ,O
,ieħor,ADJ,O
,li,COMP,O
,jkun,KIEN,O
,jeħtieġ,VERB,O
,lil,LIL,O
,xi,QUAN,O
,tnejn,NUM-CRD,O
,jew,CONJ-CORD,O
,aktar,ADJ,O
,minnhom,PREP-PRON,O
,li,COMP,O
,jassumu,VERB,O
,responsabbiltà,NOUN,O
,separata,PART-PASS,O
,biex,CONJ-SUB,O
,joffru,VERB,O
,u,CONJ-CORD,O
,jbiegħu,VERB,O
,prodotti,NOUN,O
,ta',GEN,O
,trasport,NOUN,O
,bl-,PREP-DEF,O
,ajru,NOUN,O
,fuq,PREP,O
,titjira,NOUN,O
,jew,CONJ-CORD,O
,taqbila,NOUN,O
,ta',GEN,O
,titjiriet,NOUN,O
,",",X-PUN,O
,għandu,VERB-PSEU,O
,jiġi,VERB,O
,mniżżel,PART-PASS,O
,it-,DEF,O
,trasportatur,NOUN,O
,li,COMP,O
,attwalment,ADV,O
,ikollu,VERB-PSEU,O
,d-,DEF,O
,drittijiet,NOUN,O
,kummerċjali,ADJ,O
,biex,CONJ-SUB,O
,jopera,VERB,O
,t-,DEF,O
,titjira,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 86,Karatteristiċi,ADJ,O
,fil-,PREP-DEF,O
,ġbir,NOUN,O
,ta',GEN,O
,data,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 87,(,X-PUN,O
,a,X-BOR,O
,),X-PUN,O
,Trasportatur,NOUN,B-MISC
,għandu,VERB-PSEU,O
,jibgħat,VERB,O
,lill-,LIL-DEF,O
,operatur,NOUN,O
,ta',GEN,O
,mitjar,NOUN,O
,li,COMP,O
,jkun,KIEN,O
,jinsab,VERB,O
,f',PREP,O
,Malta,NOUN-PROP,B-LOC
,u,CONJ-CORD,O
,li,COMP,O
,jkollu,VERB-PSEU,O
,liċenża,NOUN,O
,għall-,PREP-DEF,O
,użu,NOUN,O
,pubbliku,ADJ,O
,",",X-PUN,O
,data,NOUN,O
,dwar,PREP,O
,trasport,NOUN,O
,bl-,PREP-DEF,O
,ajru,NOUN,O
,li,COMP,O
,jkollhom,VERB-PSEU,O
,x',PRON-INT,O
,jaqsmu,VERB,O
,ma',PREP,O
,servizzi,NOUN,O
,ta',GEN,O
,l-,DEF,O
,ajru,NOUN,O
,kummerċjali,ADJ,O
,li,COMP,O
,jsiru,VERB,O
,f',PREP,O
,dak,PRON-DEM,O
,il-,DEF,O
,mitjar,NOUN,O
,u,CONJ-CORD,O
,li,COMP,O
,jkunu,KIEN,O
,juru,VERB,O
,l-,DEF,O
,ġarr,NOUN,O
,ta',GEN,O
,passiġġieri,NOUN,O
,",",X-PUN,O
,l-,DEF,O
,postijiet,NOUN,O
,ta',GEN,O
,passiġġieri,NOUN,O
,disponibbli,ADJ,O
,",",X-PUN,O
,il-,DEF,O
,merkanzija,NOUN,O
,u,CONJ-CORD,O
,l-,DEF,O
,posta,NOUN,O
,",",X-PUN,O
,għal,PREP,O
,kull,QUAN,O
,settur,NOUN,O
,ta',GEN,O
,titjira,NOUN,O
,lejn,PREP,O
,u,CONJ-CORD,O
,minn,PREP,O
,dak,PRON-DEM,O
,il-,DEF,O
,mitjar,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 88,(,X-PUN,O
,b,X-BOR,O
,),X-PUN,O
,Id-,DEF,O
,data,NOUN,O
,dwar,PREP,O
,trasport,NOUN,O
,bl-,PREP-DEF,O
,ajru,NOUN,O
,għandhom,VERB-PSEU,O
,jintbagħtu,VERB,O
,lill-,LIL-DEF,O
,operatur,NOUN,O
,tal-,GEN-DEF,O
,mitjar,NOUN,O
,fl-,PREP-DEF,O
,għamla,NOUN,O
,ta',GEN,O
,rappurtaġġ,NOUN,O
,kif,PRON-INT,O
,murija,PART-PASS,O
,fl-,PREP-DEF,O
,Iskeda,NOUN,O
,jew,CONJ-CORD,O
,inkella,ADV,O
,f',PREP,O
,dik,PRON-DEM,O
,l-,DEF,O
,għamla,NOUN,O
,elettronika,ADJ,O
,kif,PRON-INT,O
,jiġi,VERB,O
,INFORMAZZJONI,NOUN,O
,STATISTIKA,NOUN,O
,LI,COMP,O
,TINGĦATA,VERB,O
,DWAR,PREP,O
,IL-,DEF,O
,ĠARR,NOUN,O
,TA',GEN,O
,PASSIĠĠIERI,NOUN,O
,",",X-PUN,O
,MERKANZIJA,X-ABV,O
,U,CONJ-CORD,O
,POSTA,NOUN-PROP,O
,ġ,VERB,O
,L,X-ABV,O
,.,X-PUN,O
,S,X-ABV,O
,.,X-PUN,O
,232.08,X-DIG,O
,3,X-DIG,O
,miftiehem,PART-PASS,O
,dwarha,PREP-PRON,O
,ma',PREP,O
,l-,DEF,O
,operatur,NOUN,O
,tal-,GEN-DEF,O
,mitjar,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 89,(,X-PUN,O
,ċ,X-BOR,O
,),X-PUN,O
,It-,DEF,O
,trasportatur,NOUN,O
,għandu,VERB-PSEU,O
,jibgħat,VERB,O
,id-,DEF,O
,data,NOUN,O
,dwar,PREP,O
,it-,DEF,O
,trasport,NOUN,O
,bl-,PREP-DEF,O
,ajru,NOUN,O
,msemmija,PART-PASS,O
,f',PREP,O
,dan,PRON-DEM,O
,ir-,DEF,O
,regolament,NOUN,O
,fi,PREP,O
,żmien,NOUN,O
,tnax,VERB,O
,#NAME?,X-FOR,O
,siegħa,NOUN,O
,mill-,PREP-DEF,O
,wasla,NOUN,O
,fil-,PREP-DEF,O
,mitjar,NOUN,O
,jew,CONJ-CORD,O
,mit-,PREP-DEF,O
,tluq,NOUN,O
,mill-,PREP-DEF,O
,mitjar,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 90,Preżentazjoni,NOUN,O
,ta',GEN,O
,data,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 91,L-,DEF,O
,operatur,NOUN,B-MISC
,tal-,GEN-DEF,O
,mitjar,NOUN,O
,għandu,VERB-PSEU,O
,jibgħat,VERB,O
,id-,DEF,O
,data,NOUN,O
,dwar,PREP,O
,it-,DEF,O
,trasport,NOUN,O
,bl-,PREP-DEF,O
,ajru,NOUN,O
,f',PREP,O
,dak,PRON-DEM,O
,il-,DEF,O
,format,NOUN,O
,u,CONJ-CORD,O
,fuq,PREP,O
,bażi,NOUN,O
,regolari,ADJ,O
,lid-,LIL-DEF,O
,Direttur,NOUN,B-MISC
,kif,PRON-INT,O
,l-,DEF,O
,istess,ADJ,O
,Direttur,NOUN,B-MISC
,jista',VERB,O
,jkun,KIEN,O
,jeħtieġ,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 92,Anqas,ADV,O
,għaraftek,VERB,O
,…,X-PUN,O
,0,0,O
Sentence: 93,Waħda,NUM-WHD,O
,mara,NOUN,O
,ta',GEN,O
,xi,QUAN,O
,erbgħin,NUM-CRD,O
,sena,NOUN,O
,taha,VERB,O
,attakk,NOUN,O
,tal-,GEN-DEF,O
,qalb,NOUN,O
,u,CONJ-CORD,O
,ħaduha,VERB,O
,tiġri,VERB,O
,lejn,PREP,O
,l-,DEF,O
,isptar,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 94,Il-,DEF,O
,biċċa,NOUN,O
,kienet,KIEN,O
,gravi,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 95,Tobba,NOUN-PROP,O
,",",X-PUN,O
,nurses,NOUN,O
,",",X-PUN,O
,mediċini,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 96,Kellhom,VERB-PSEU,O
,jagħmlulha,VERB,O
,operazzjoni,NOUN,O
,malajr,ADV,O
,biex,CONJ-SUB,O
,isalvawha,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 97,Ħin,NOUN,O
,minnhom,PREP-PRON,O
,qalbha,NOUN,O
,waqfet,VERB,O
,u,CONJ-CORD,O
,sabet,VERB,O
,ruħha,PRON-REF,O
,quddiem,PREP,O
,il-,DEF,O
,Mulej,NOUN-PROP,O
,.,X-PUN,O
,0,0,O
Sentence: 98,Le,INT,O
,…,X-PUN,O
,",",X-PUN,O
,weġibha,VERB,O
,Alla,NOUN-PROP,O
,",",X-PUN,O
,b',PREP,O
,nofs,NUM-FRC,O
,tbissima,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 99,Cħad,NOUN-PROP,O
,fadallek,VERB,O
,tlieta,NUM-CRD,O
,u,CONJ-CORD,O
,erbgħin,NUM-CRD,O
,sena,NOUN,O
,",",X-PUN,O
,xahrejn,NOUN,O
,u,CONJ-CORD,O
,tmint,VERB,O
,ijiem,NOUN,O
,x',PRON-INT,O
,tgħix,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 100,Il-,DEF,O
,mara,NOUN,O
,reġgħet,VERB,O
,stejqret,VERB,O
,u,CONJ-CORD,O
,sabet,VERB,O
,ruħha,PRON-REF,O
,mill-,PREP-DEF,O
,ġdid,ADJ,O
,fuq,PREP,O
,is-,DEF,O
,sodda,NOUN,O
,ta',GEN,O
,l-,DEF,O
,isptar,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 100,Kulħadd,PRON-INDEF,O
,skanta,VERB,O
,kif,PRON-INT,O
,baqgħet,VERB,O
,ħajja,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 101,Kollha,QUAN,O
,ferħana,ADJ,O
,li,COMP,O
,għandha,VERB-PSEU,O
,dawk,PRON-DEM,O
,is-,DEF,O
,snin,NOUN,O
,kollha,QUAN,O
,ta',GEN,O
,ħajja,NOUN,O
,garantiti,ADJ,O
,minn,PREP,O
,Alla,NOUN-PROP,O
,nnifsu,PRON-REF,O
,",",X-PUN,O
,il-,DEF,O
,mara,NOUN,O
,ddeċidiet,VERB,O
,li,COMP,O
,tgawdihom,VERB,O
,kemm,PRON-INT,O
,tiflaħ,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 102,Malli,CONJ-SUB,O
,ħarġet,VERB,O
,mill-,PREP-DEF,O
,isptar,NOUN,O
,marret,VERB,O
,dritt,ADV,O
,għand,PREP,O
,speċjalisti,NOUN,O
,tas-,GEN-DEF,O
,sbuħija,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 103,Għamlet,VERB,O
,kull,QUAN,O
,ma,COMP,O
,setgħet,VERB,O
,biex,CONJ-SUB,O
,tkun,KIEN,O
,mara,NOUN,O
,sabiħa,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 104,Mhux,PRON-PERS-NEG,O
,biss,FOC,O
,bidlet,VERB,O
,il-,DEF,O
,kulur,NOUN,O
,ta',GEN,O
,xagħrha,NOUN,O
,",",X-PUN,O
,imma,CONJ-CORD,O
,saħansitra,FOC,O
,għamlet,VERB,O
,operazzjonijiet,NOUN,O
,biex,CONJ-SUB,O
,tiddritta,VERB,O
,mneħirha,PART-PASS,O
,",",X-PUN,O
,tneħħi,VERB,O
,xi,QUAN,O
,tikmix,VERB,O
,li,COMP,O
,kien,KIEN,O
,beda,VERB,O
,jidher,VERB,O
,f',PREP,O
,wiċċha,NOUN,O
,u,CONJ-CORD,O
,anke,FOC,O
,neħħiet,VERB,O
,xi,QUAN,O
,żewġ,NUM-CRD,O
,tbajja,NOUN,O
,ħaddejha,NOUN,O
,li,COMP,O
,kienu,KIEN,O
,jdejquha,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 105,Fi,PREP,O
,ftit,QUAN,O
,kliem,NOUN,O
,riedet,VERB,O
,tkun,KIEN,O
,lesta,ADJ,O
,biex,CONJ-SUB,O
,tapprofitta,VERB,O
,kemm,PRON-INT,O
,tiflaħ,VERB,O
,mis-,PREP-DEF,O
,snin,NOUN,O
,ħajja,ADJ,O
,li,COMP,O
,kien,KIEN,O
,baqagħlha,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 106,Imma,CONJ-CORD,O
,",",X-PUN,O
,hekk,ADV,O
,kif,PRON-INT,O
,ħarġet,VERB,O
,mill-,PREP-DEF,O
,klinika,NOUN,O
,tas-,GEN-DEF,O
,sbuħija,NOUN,O
,",",X-PUN,O
,mehdija,PART-PASS,O
,kif,PRON-INT,O
,kienet,KIEN,O
,b',PREP,O
,dawn,PRON-DEM,O
,il-,DEF,O
,ħsibijiet,NOUN,O
,",",X-PUN,O
,qasmet,VERB,O
,it-,DEF,O
,triq,NOUN,O
,bi,PREP,O
,ftit,QUAN,O
,fixla,NOUN,O
,u,CONJ-CORD,O
,karozza,NOUN,O
,li,COMP,O
,kienet,KIEN,O
,għaddejja,PART-ACT,O
,tajritha,VERB,O
,u,CONJ-CORD,O
,qatlitha,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 107,Dlonk,ADV,O
,reġgħet,VERB,O
,sabet,VERB,O
,ruħha,PRON-REF,O
,quddiem,PREP,O
,Alla,NOUN-PROP,O
,.,X-PUN,O
,0,0,O
Sentence: 108,Din,PRON-DEM,O
,x',PRON-INT,O
,biċċa,NOUN,O
,hi,PRON-PERS,O
,",",X-PUN,O
,qaltlu,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 109,lnt,NOUN,O
,ma,NEG,O
,wegħdtnix,VERB,O
,li,COMP,O
,fadalli,VERB,O
,aktar,ADJ,O
,minn,PREP,O
,tlieta,NUM-CRD,O
,u,CONJ-CORD,O
,erbgħin,NUM-CRD,O
,sena,NOUN,O
,ħajja,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 110,Jiddispjaċini,VERB,O
,",",X-PUN,O
,imma,CONJ-CORD,O
,anqas,FOC,O
,għaraftek,VERB,O
,",",X-PUN,O
,tant,ADV,O
,inbdilt,VERB,O
,bl-,PREP-DEF,O
,operazzjonijiet,NOUN,O
,li,COMP,O
,għamilt,VERB,O
,f',PREP,O
,wiċċek,NOUN,O
,u,CONJ-CORD,O
,f',PREP,O
,ġismek,NOUN,O
,…,X-PUN,O
,0,0,O
Sentence: 111,Numru,NOUN,O
,kbir,ADJ,O
,ta',GEN,O
,persuni,NOUN,O
,ma,NEG,O
,tħallewx,VERB,O
,jidħlu,VERB,O
,fil-,PREP-DEF,O
,Kon,NOUN,B-LOC
,-,X-PUN,B-LOC
,Katidral,ADJ,B-LOC
,ta',GEN,B-LOC
,San,NOUN-PROP,B-LOC
,Ġwann,NOUN-PROP,B-LOC
,għall-,PREP-DEF,O
,quddiesa,NOUN,O
,ta',GEN,O
,nofsillejl,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 112,Fi,PREP,O
,storja,NOUN,O
,ppubblikata,PART-PASS,O
,fil-,PREP-DEF,O
,ġurnal,NOUN,O
,The,X-ENG,B-ORG
,Malta,NOUN-PROP,I-ORG
,Independent,NOUN,I-ORG
,intqal,VERB,O
,li,COMP,O
,min,PRON-INT,O
,ried,VERB,O
,jattendi,VERB,O
,għall-,PREP-DEF,O
,quddies,NOUN,O
,Presidenzjali,ADJ,B-MISC
,ta',GEN,O
,nofsillejl,NOUN,O
,ried,VERB,O
,iħallas,VERB,O
,€,X-PUN,O
,12,X-DIG,O
,#NAME?,NOUN,O
,ewro,NOUN,O
,li,COMP,O
,kien,KIEN,O
,jinkludi,VERB,O
,wkoll,FOC,O
,early,ADJ,O
,breakfast,NOUN,O
,fil-,PREP-DEF,O
,Palazz,NOUN,B-LOC
,tal-,GEN-DEF,I-LOC
,President,NOUN,I-LOC
,il-,DEF,O
,Belt,NOUN,B-LOC
,Valletta,NOUN-PROP,I-LOC
,bil-,PREP-DEF,O
,qliegħ,NOUN,O
,kollu,QUAN,O
,jmur,VERB,O
,għall-,PREP-DEF,O
,Malta,NOUN-PROP,B-ORG
,Community,NOUN-PROP,I-ORG
,Chest,NOUN-PROP,I-ORG
,Fund,NOUN,I-ORG
,.,X-PUN,O
,0,0,O
Sentence: 113,Madanakollu,ADV,O
,",",X-PUN,O
,The,X-ENG,B-ORG
,Independent,X-ENG,I-ORG
,tgħid,VERB,O
,li,COMP,O
,dan,PRON-DEM,O
,qanqal,VERB,O
,tgergir,NOUN,O
,peress,PREP,O
,li,COMP,O
,kien,KIEN,O
,hemm,HEMM,O
,persuni,NOUN,O
,li,COMP,O
,xtaqu,VERB,O
,jmorru,VERB,O
,biss,FOC,O
,għall-,PREP-DEF,O
,quddies,NOUN,O
,u,CONJ-CORD,O
,ma,NEG,O
,kienux,KIEN,O
,interessati,PART-PASS,O
,fl-,PREP-DEF,O
,ikel,NOUN,O
,ta',GEN,O
,wara,ADV,O
,.,X-PUN,O
,0,0,O
Sentence: 114,The,X-ENG,B-ORG
,Independent,X-ENG,I-ORG
,tirraporta,VERB,O
,li,COMP,O
,saħansitra,FOC,O
,kien,KIEN,O
,hemm,HEMM,O
,persuna,NOUN,O
,li,COMP,O
,staqsiet,VERB,O
,din,PRON-DEM,O
,id-,DEF,O
,dar,NOUN,O
,t',GEN,O
,Alla,NOUN-PROP,O
,jew,CONJ-CORD,O
,id-,DEF,O
,dar,NOUN,O
,tal-,GEN-DEF,O
,flus,NOUN,O
,?,X-PUN,O
,.,X-PUN,O
,0,0,O
Sentence: 115,Oħrajn,NOUN,O
,qalu,VERB,O
,fid-,PREP-DEF,O
,dar,NOUN,O
,t',GEN,O
,Alla,NOUN-PROP,O
,għandu,VERB-PSEU,O
,jidħol,VERB,O
,kulħadd,PRON-INDEF,O
,u,CONJ-CORD,O
,mhux,PRON-PERS-NEG,O
,dawk,PRON-DEM,O
,biss,FOC,O
,li,COMP,O
,jaffordjaw,VERB,O
,li,COMP,O
,jagħmlu,VERB,O
,dan,PRON-DEM,O
,.,X-PUN,O
,0,0,O
Sentence: 116,I,X-BOR,O
,disagree,NOUN,O
,with,NOUN,O
,the,X-ENG,O
,president,NOUN,O
,to,X-ENG,O
,allow,X-ENG,O
,such,X-ENG,O
,things,X-ENG,O
,to,X-ENG,O
,happen,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 117,I,X-BOR,O
,disagree,NOUN,O
,with,NOUN,O
,St,X-ABV,B-MISC
,.,X-PUN,I-MISC
,John,NOUN-PROP,I-MISC
,s,X-BOR,O
,administration,NOUN,O
,as,X-ENG,O
,well,NOUN,O
,for,X-ENG,O
,allowing,X-ENG,O
,such,X-ENG,O
,things,X-ENG,O
,to,X-ENG,O
,happen,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 118,Is,X-ABV,O
,the,X-ENG,O
,house,X-ENG,O
,of,X-ENG,O
,God,X-ENG,O
,at,X-ENG,O
,Valletta,NOUN-PROP,B-LOC
,becoming,X-ENG,O
,like,NOUN,O
,a,X-BOR,O
,market,NOUN,O
,place,NOUN,O
,during,NOUN,O
,this,X-ENG,O
,term,X-ENG,O
,of,X-ENG,O
,Labour,NOUN-PROP,B-ORG
,dominance,X-ENG,O
,?,X-PUN,O
,0,0,O
Sentence: 119,Disgrace,NOUN-PROP,O
,.,X-PUN,O
,0,0,O
Sentence: 120,Pastazata,NOUN,O
,wahda,NUM-WHD,O
,wara,PREP,O
,l-,DEF,O
,ohra,ADJ,O
,!,X-PUN,O
,0,0,O
Sentence: 122,Il-,DEF,O
,Konkatidral,NOUN,B-LOC
,huwa,PRON-PERS,O
,d-,DEF,O
,Dar,NOUN,O
,ta',GEN,O
,Alla,NOUN-PROP,O
,u,CONJ-CORD,O
,kullħadd,ADV,O
,għandu,VERB-PSEU,O
,jkollu,VERB-PSEU,O
,dritt,NOUN,O
,jidħol,VERB,O
,jisma',VERB,O
,l-,DEF,O
,quddiesa,NOUN,O
,mingħajr,PREP,O
,ħlas,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 123,Kieku,CONJ-SUB,O
,jħallu,VERB,O
,lil,LIL,O
,kulħadd,PRON-INDEF,O
,jagħmel,VERB,O
,għotja,NOUN,O
,minn,PREP,O
,rajh,NOUN,O
,",",X-PUN,O
,l-,DEF,O
,iskop,NOUN,O
,kien,KIEN,O
,jintlaħaq,VERB,O
,xorta,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 124,Umbagħad,ADV,O
,",",X-PUN,O
,min,PRON-INT,O
,għandu,VERB-PSEU,O
,salarju,NOUN,O
,fenomenali,ADJ,O
,kien,KIEN,O
,ikun,KIEN,O
,mistenni,PART-PASS,O
,jagħti,VERB,O
,€,X-PUN,O
,120,X-DIG,O
,mhux,PRON-PERS-NEG,O
,€,X-PUN,O
,12,X-DIG,O
,.,X-PUN,O
,0,0,O
Sentence: 125,Hawn,HEMM,O
,ħafna,QUAN,O
,Maltin,NOUN,B-MISC
,li,COMP,O
,€,X-PUN,O
,12,X-DIG,O
,iħossuhom,VERB,O
,;,X-PUN,O
,fil-,PREP-DEF,O
,waqt,NOUN,O
,li,COMP,O
,€,X-PUN,O
,12,X-DIG,O
,għal,PREP,O
,nies,NOUN,O
,bħal,PREP,O
,ministri,NOUN,O
,",",X-PUN,O
,avukati,NOUN,O
,",",X-PUN,O
,tobba,NOUN,O
,",",X-PUN,O
,u,CONJ-CORD,O
,l-,DEF,O
,bqija,NOUN,O
,",",X-PUN,O
,qishom,VERB-PSEU,O
,qed,PROG,O
,jagħtu,VERB,O
,żewġ,NUM-CRD,O
,soldi,NOUN,O
,!,X-PUN,O
,!,X-PUN,O
,!,X-PUN,O
,0,0,O
Sentence: 126,The,X-ENG,O
,House,X-ENG,O
,of,X-ENG,O
,God,X-ENG,O
,is,X-ENG,O
,free,X-ENG,O
,.,X-PUN,O
,0,0,O
Sentence: 127,No,X-ENG,O
,excuses,X-ENG,O
,.,X-PUN,O
,0,0,O
Sentence: 128,Tickets,VERB,O
,should,NOUN,O
,NOT,X-ABV,O
,be,X-ENG,O
,sold,NOUN,O
,to,X-ENG,O
,enter,X-ENG,O
,the,X-ENG,O
,church,X-ENG,O
,for,X-ENG,O
,praying,X-ENG,O
,.,X-PUN,O
,0,0,O
Sentence: 129,Money,NOUN-PROP,O
,for,X-ENG,O
,this,X-ENG,O
,govt,X-ENG,O
,is,X-ENG,O
,everything,X-ENG,O
,but,NOUN,O
,this,X-ENG,O
,is,X-ENG,O
,a,X-ENG,O
,mistaken,PART-PASS,O
,approach,X-ENG,O
,.,X-PUN,O
,0,0,O
Sentence: 130,One,NOUN,O
,might,PART-PASS,O
,say,X-ENG,O
,this,X-ENG,O
,vile,X-ENG,O
,thing,X-ENG,O
,was,X-ENG,O
,not,X-ENG,O
,the,X-ENG,O
,govt,NOUN,O
,s,NOUN,O
,fault,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 131,Nhar,NOUN,O
,il-,DEF,O
,Ħadd,NOUN-PROP,O
,6,X-DIG,O
,ta',VERB,O
,Ottubru,NOUN-PROP,O
,2013,X-DIG,O
,",",X-PUN,O
,l-,DEF,O
,Assoċjazzjoni,NOUN,B-ORG
,Sport,NOUN,I-ORG
,Muturi,NOUN,I-ORG
,u,CONJ-CORD,I-ORG
,Karozzi,NOUN,I-ORG
,",",X-PUN,O
,bdiet,VERB,O
,staġun,NOUN,O
,ieħor,ADJ,O
,tal-,GEN-DEF,O
,attivijiet,NOUN,O
,bil-,PREP-DEF,O
,karozzi,NOUN,O
,u,CONJ-CORD,O
,l-,DEF,O
,muturi,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 132,Fl-,PREP-DEF,O
,ewwel,NUM-ORD,O
,attvitá,NOUN,O
,ħadu,VERB,O
,sehem,NOUN,O
,27,X-DIG,O
,karozza,NOUN,O
,li,COMP,O
,wħud,NUM-WHD,O
,minnhom,PREP-PRON,O
,huma,PRON-PERS,O
,ta',VERB,O
,sewwieqa,NOUN,O
,ġodda,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 133,Minkejja,PREP,O
,l-,DEF,O
,maltemp,NOUN,O
,li,COMP,O
,ħakkem,VERB,O
,il-,DEF,O
,gżejjer,NOUN,O
,Maltin,ADJ,B-MISC
,kmieni,ADV,O
,filgħodu,ADV,O
,",",X-PUN,O
,dan,PRON-DEM,O
,kien,KIEN,O
,ta',NOUN,O
,vantaġġ,NOUN,O
,għal,PREP,O
,waqt,PREP,O
,l-,DEF,O
,attività,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 134,Mario,NOUN-PROP,B-PER
,Scicluna,NOUN-PROP,I-PER
,fuq,PREP,O
,Opel,NOUN-PROP,B-MISC
,Corsa,NOUN-PROP,I-MISC
,u,CONJ-CORD,O
,Ivan,NOUN-PROP,B-PER
,Birmingham,NOUN-PROP,I-PER
,fuq,PREP,O
,Suzuki,NOUN-PROP,B-MISC
,Swift,NOUN-PROP,I-MISC
,ġabru,VERB,O
,l-,DEF,O
,aktar,ADJ,O
,punti,NOUN,O
,fil-,PREP-DEF,O
,ġurnata,NOUN,O
,",",X-PUN,O
,għalkemm,CONJ-SUB,O
,ħadd,PRON-INDEF,O
,mis-,PREP-DEF,O
,sewwieqa,NOUN,O
,ma,NEG,O
,rebaħ,VERB,O
,il-,DEF,O
,heats,NOUN,O
,kollha,QUAN,O
,tal-,GEN-DEF,O
,ġurnata,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 135,Fil-,PREP-DEF,O
,finali,NOUN,O
,ta',VERB,O
,Klassi,NOUN-PROP,B-MISC
,A,X-ABV,I-MISC
,rebaħ,VERB,O
,Christian,NOUN-PROP,B-PER
,Galea,NOUN-PROP,I-PER
,fuq,PREP,O
,il-,DEF,O
,Fiat,NOUN,B-MISC
,Ritmo,NOUN-PROP,I-MISC
,.,X-PUN,O
,Filwaqt,CONJ-SUB,O
,li,COMP,O
,fil-,PREP-DEF,O
,finali,NOUN,O
,ta',VERB,O
,Klassi,NOUN-PROP,B-MISC
,B,X-ABV,I-MISC
,rebaħ,VERB,O
,Josef,NOUN-PROP,B-PER
,Grech,NOUN-PROP,I-PER
,fuq,PREP,O
,Ford,NOUN-PROP,B-MISC
,Fiesta,NOUN-PROP,I-MISC
,.,X-PUN,O
,0,0,O
Sentence: 136,Fl-,PREP-DEF,O
,aħħarnett,ADV,O
,il-,DEF,O
,President,NOUN,O
,tal-,GEN-DEF,O
,ASMK,X-ABV,B-ORG
,Frans,NOUN-PROP,B-PER
,Deguara,NOUN-PROP,I-PER
,ppreżenta,VERB,O
,t-,DEF,O
,trofej,NOUN,O
,lir-,LIL-DEF,O
,rebbieħa,ADJ,O
,kollha,QUAN,O
,.,X-PUN,O
,0,0,O
Sentence: 137,Intant,ADV,O
,nhar,NOUN,O
,il-,DEF,O
,Ħadd,NOUN-PROP,O
,27,X-DIG,O
,ta',VERB,O
,Ottubru,NOUN-PROP,O
,2013,X-DIG,O
,",",X-PUN,O
,l-,DEF,O
,ASMK,X-ABV,B-ORG
,tilqà,VERB,O
,lill-,LIL-DEF,O
,President,NOUN,O
,ta,VERB,O
,Malta,NOUN-PROP,B-LOC
