id,tokens,ner_tags
 130,"['Il-', 'poplu', 'jaf', 'li', 'hu', 'sindakabbli', 'u', 'miftuħ', 'għall-', 'iskrutinju', ',', 'mentri', 'min', 'qiegħed', 'fl-', 'ekonomija', ""m'"", 'għandux', 'neċessarjament', 'dan', ',', 'għalhekk', 'hemm', 'differenza', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 131,"['Biss', 'dan', 'il-', 'ġurnal', ',', 'minkejja', 'd-', 'disfatta', 'ekonomika', 'li', 'ġabet', 'ħafna', 'konsegwenzi', 'iebsa', 'u', 'xejn', 'desiderabbli', ',', 'tant', 'indottrinaw', 'lilhom', 'infushom', 'li', 'xorta', 'waħda', 'ma', 'jistgħux', 'jaċċettaw', 'li', 'kienu', 'effettivament', 'żbaljati', '.', 'Fl-', 'istess', 'editorjal', 'kompla', 'ngħad', ':', 'And', 'if', 'economies', ',', 'as', 'a', 'broad', 'discipline', 'deserves', 'a', 'robust', 'defence', ',', 'so', 'does', 'the', 'full', '-', 'market', 'paradigm', '.', 'Too', 'many', 'people', ',', 'especially', 'in', 'Europe', 'equate', 'mistakes', 'made', 'by', 'economists', 'with', 'a', 'failure', 'of', 'economic', 'liberalism', '.', 'Their', 'logic', ',', 'seems', 'to', 'be', 'that', 'if', 'economists', 'got', 'things', 'wrong', ',', 'then', 'politicians', 'will', 'do', 'better', '.', 'That', 'is', 'a', 'FALSE', '-', 'and', '-', 'dangerous', 'conclusion', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 132,"['.', 'Hu', 'ovvju', 'minn', 'dan', 'il-', 'kliem', 'li', 'l-', 'verità', 'qed', 'isibuha', 'diffiċli', 'biex', 'jaċċettawha', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 133,"['Flimkien', ',', 'nistgħu', 'nirbħu', 'l-', 'isfidi', 'kbar', 'li', 'ġejjin', 'mit-', 'taqlib', 'li', 'għaddejja', 'minnu', 'd-', 'dinja', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 134,"['Illejla', ',', 'nixtieq', 'nappella', 'għal', 'sforz', 'ġenwin', 'u', 'qawwi', 'bejn', 'il-', 'forzi', 'politiċi', ',', 'ekonomiċi', 'u', 'soċjali', 'kollha', 'biex', 'pajjiżna', 'jkompli', 'jirnexxi', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 135,"['Dan', 'huwa', 'Baġit', 'li', 'jsarraf', 'l-', 'għaqal', 'tal-', 'poplu', 'tagħna', 'li', 'dejjem', 'wera', 'li', 'meta', 'jaħdem', 'flimkien', ',', 'kapaċi', 'jegħleb', 'kull', 'sfida', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 136,"['Dan', 'il-', 'mument', 'jitlob', 'minna', 'li', 'nagħmlu', 'diversi', 'għażliet', 'responsabbli', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 137,"['Quddiem', 'ir-', 'riefnu', 'li', 'qiegħed', 'jonfoħ', ',', 'nistgħu', 'niddeċiedu', 'li', 'mmorru', 'għat-', 'triq', 'il-', 'ħafifa', ',', 'li', 'nkunu', 'pinnur', 'li', 'jdur', 'u', 'jagħqad', 'iżda', 'li', 'ma', 'jasal', 'imkien', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 138,"['Inkella', 'niddeċiedu', 'li', 'naqdfu', 'kontra', 'l-', 'istess', 'mewġ', 'sabiex', ""b'"", 'ħila', ',', ""b'"", 'għaqal', 'u', ""b'"", 'responsabbiltà', 'nimxu', 'l', 'quddiem', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 139,"['Id-', 'deċiżjonijiet', 'tal-', 'lum', 'se', 'jfissru', 'l-', 'ġejjieni', 'tagħna', 'lkoll', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 140,"['It-', 'tfal', 'tagħna', ',', 'il-', 'familji', 'tagħna', ',', 'l-', 'anzjani', 'tagħna', ',', 'iż-', 'żgħażagħ', 'tagħna', ',', 'kulħadd', ',', 'jiddependi', 'minn', 'dawn', 'id-', 'deċiżjonijiet', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 141,"['Bħala', 'Maltin', 'wettaqna', 'kisbiet', 'kbar', 'matul', 'is-', 'snin', '.']","[5, 2, 5, 5, 5, 5, 5, 5, 5]"
 142,"['Il-', 'bżulija', 'u', 'r-', 'responsabbiltà', 'tal-', 'familji', 'tagħna', ',', 'kif', 'ukoll', 'il-', 'viżjoni', 'u', 'l-', 'ћidma', 'tal-', 'Gvern', 'ħallew', 'il-', 'frott', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5]"
 143,"['Il-', 'Minuti', 'tas-', 'Seduta', 'Nru.', '129', 'li', 'saret', 'fis-', '27', ""ta'"", 'April', ',', '1993', ',', 'ġew', 'konfermati', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 144,"['Att', 'Nru', 'X', ""ta'"", 'l-', '1993', '-', 'Att', 'biex', 'jemenda', 'l-', 'Att', 'dwar', 'l-', 'Avjazzjoni', 'Ċivili', '(', 'Ċertifikati', ""ta'"", 'Operaturi', ""ta'"", 'l-', 'Ajru', ')', ',', 'Kap', '218', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 6, 5, 2, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5]"
 145,"['9498', '.']","[5, 5]"
 146,"['L-', 'ONOR.', 'JOE', 'MIZZI', '(', ""f'"", 'isem', 'l-', 'Onor.', 'Evarist', 'Bartolo', ')', 'staqsa', 'lill-', 'Ministru', ""ta'"", 'l-', 'Edukazzjoni', 'u', 'Riżorsi', 'Umani', ':', 'Kemm', 'kien', 'hemm', 'nies', 'jirreġistraw', 'għax-', 'xogħol', 'fl-', 'aħħar', 'ġimgħa', ""ta'"", 'kull', 'xahar', 'bejn', 'Jannar', 'u', 'Marzu', '1993', '?']","[5, 5, 8, 3, 5, 5, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 0, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 147,"['Minn', 'liema', 'lokalitajiet', ""f'"", 'Malta', 'u', 'Għawdex', 'huma', 'dawn', 'in-', 'nies', '?']","[5, 5, 5, 5, 1, 5, 1, 5, 5, 5, 5, 5]"
 148,"['Xi', 'kwalifiki', 'għandhom', '?']","[5, 5, 5, 5]"
 149,"['Kemm', 'ilhom', ',', ""f'"", 'kull', 'każ', ',', 'ifittxu', 'x-', 'xogħol', '?']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 150,"['ONOR.', 'UGO', 'MIFSUD', 'BONNICI', '(', 'Ministru', ""ta'"", 'l-', 'Edukazzjoni', 'u', 'Riżorsi', 'Umani', ')', ':', 'L-', 'għadd', ""ta'"", 'persuni', 'jirreġistraw', 'għax-', 'xogħol', 'fl-', 'aħħar', 'ġimgħa', ""ta'"", 'Jannar', 'kien', '5612', ',', 'fi', 'Frar', 'kien', '5595', 'u', ""f'"", 'Marzu', 'kien', '5551', '.']","[5, 8, 3, 3, 5, 5, 5, 5, 0, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 151,"['Rigward', 'il-', 'mistoqsijiet', 'l-', 'oħra', ',', 'qed', 'inqiegħed', 'fuq', 'il-', 'Mejda', 'tal-', 'Kamra', ':', '(', 'a', ')', 'Lista', 'A', 'li', 'turi', 'minn', 'liema', 'lokalitajiet', '(', 'Area', 'Offices', ')', ""f'"", 'Malta', 'u', 'Għawdex', 'jikkonsisti', 'n-', 'numru', ""ta'"", 'persuni', 'li', 'jirreġistraw', 'għax-', 'xogħol', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 6, 5, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 152,"['(', 'b', ')', 'Lista', 'B', 'li', 'turi', 'għal', 'liema', 'xogħol', 'qed', 'jirreġistraw', 'u', 'l-', 'etajiet', 'tagħhom', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 153,"['(', 'c', ')', 'Lista', 'C', 'li', 'turi', 'kemm', 'ilhom', 'jirreġistraw', 'għax-', 'xogħol', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 154,"['L-', 'Onor', 'Anton', 'Tabone', ',', 'Speaker', ',', 'ippreseda', '.']","[5, 5, 8, 3, 5, 5, 5, 5, 5]"
 155,"['Il-', 'Ministri', 'u', 'l-', 'Membri', 'kollha', 'kienu', 'preżenti', 'minbarra', 'l-', 'Prim', 'Ministru', ',', 'il-', 'Ministru', ""ta'"", 'l-', 'Edukazzjoni', ',', 'il-', 'Ministru', 'tal-', 'Finanzi', ',', 'il-', 'Ministru', 'għat-', 'Turiżmu', ',', 'il-', 'Ministru', 'għas-', 'Servizzi', 'Ekonomiċi', ',', 'il-', 'Ministru', 'għall-', 'Affarijiet', 'Barranin', ',', 'il-', 'Ministru', 'tal-', 'Ġustizzja', 'u', 'Gvern', 'Lokali', ',', 'is-', 'Segretarju', 'Parlamentari', 'l-', 'Onor', 'George', 'Pullicino', ',', 'is-', 'Segretarju', 'Parlamentari', 'l-', 'Onor', 'Jesmond', 'Mugliett', ',', 'l-', 'Onor', 'Anthony', 'Abela', ',', 'l-', 'Onor', 'John', 'Attard', 'Montalto', ',', 'l-', 'Onor', 'Leo', 'Brincat', ',', 'l-', 'Onor', 'Louis', 'Buhagiar', ',', 'l-', 'Onor', 'Helen', 'D', 'Amato', ',', 'l-', 'Onor', 'Joe', 'Debono', 'Grech', ',', 'l-', 'Onor', 'Angelo', 'Farrugia', ',', 'l-', 'Onor', 'Michael', 'Farrugia', ',', 'l-', 'Onor', 'Gavin', 'Gulia', ',', 'l-', 'Onor', 'Jose', 'Herrera', ',', 'l-', 'Onor', 'Joseph', 'Sammut', 'u', 'l-', 'Onor', 'Karmenu', 'Vella', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 3, 5, 5, 5, 8, 3, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5]"
 156,"['Il-', 'Kap', ""ta'"", 'l-', 'Oppożizzjoni', ',', 'l-', 'Onor', 'Alfred', 'Sant', ',', 'l-', 'Onor', 'Michael', 'Asciak', 'u', 'l-', 'Onor', 'Michael', 'Frendo', 'kienu', 'msiefra', 'fuq', 'xogħol', 'parlamentari', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5]"
 157,"['L-', 'Iskrivan', 'tal-', 'Kamra', 'qal', 'it-', 'talba', '.']","[5, 5, 5, 5, 5, 5, 5, 5]"
 158,"['Il-', 'Minuti', 'tas-', 'Seduta', 'Nru', '804', 'li', 'saret', 'fit-', '23', ""ta'"", 'Ottubru', '2002', ',', 'kienu', 'konfermati', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 159,"['Att', 'Nru', 'XXII', ""ta'"", 'l-', '2002', '-', 'Att', ""ta'"", 'l-', '2002', 'dwar', 'l-', 'Impiegi', 'u', 'r-', 'Relazzjonijiet', 'Industrijali', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 160,"['Mistoqsijiet', 'ġew', 'magħmula', 'u', 'mogħtija', 'tweġiba', '.']","[5, 5, 5, 5, 5, 5, 5]"
 161,"['P', '.', 'L', '.', '5572', '-', 'Tabella', 'li', 'turi', 'l-', 'għadd', ""ta'"", 'nies', 'li', 'nqatgħu', 'minn', 'fuq', 'ir-', 'reġistru', 'tax-', 'xogħol', 'matul', 'l-', '2002', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 162,"['P', '.', 'L', '.', '5573', '-', 'Tagħrif', 'dwar', 'investigazzjonijiet', 'u', 'operazzjonijiet', 'li', 'jsiru', 'fl-', 'isptarijiet', 'nhar', ""ta'"", 'Ħadd', ',', 'kif', 'ukoll', 'tagħrif', 'dwar', 'waiting', 'lists', ""f'"", 'diversi', 'dixxiplini', 'mediċi', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 163,"['Fis-', '6.3', 'p', '.', 'm', '.', 'l-', 'aħħar', 'mistoqsija', 'kienet', 'numru', '36087', 'u', 'l-', 'mistoqsijiet', 'l-', 'oħra', 'kollha', 'li', 'dehru', 'fuq', 'l-', 'aġenda', 'ngħataw', 'tweġiba', 'bil-', 'miktub', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 164,"['P', '.', 'L', '.', '5574', '-', 'Tagħrif', 'dwar', 'l-', 'għadd', ""ta'"", 'persuni', ""b'"", 'degree', 'mill-', ""Universita'"", 'li', ""f'"", 'Awissu', '2002', 'kienu', 'qed', 'jirreġistraw', 'għax-', 'xogħol', ',', 'bi', 'tweġiba', 'għall-', 'mistoqsija', 'parlamentari', 'numru', '35878', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 165,"['P', '.', 'L', '.', '5576', '-', 'Tagħrif', 'dwar', 'l-', 'għadd', ""ta'"", 'studenti', 'li', 'applikaw', 'biex', 'jibdew', 'kors', 'full', '-', 'time', ""ma'"", 'l-', 'MCAST', 'u', 'dawk', 'li', 'ġew', 'aċċettati', ',', 'bi', 'tweġiba', 'għall-', 'mistoqsija', 'parlamentari', 'numru', '36043', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 166,"['Mr', 'Speaker', 'informa', 'lill-', 'Kamra', 'li', 'skond', 'ftehim', 'milħuq', ',', 'il-', 'ħin', 'tad-', 'dibattitu', 'fuq', 'dan', 'is-', 'suġġett', 'kellu', 'jinqasam', 'fuq', 'mhux', 'aktar', 'minn', ""erba'"", 'seduti', ',', 'bil-', 'ħin', 'jinqasam', 'indaqs', 'bejn', 'kelliema', 'tal-', 'Gvern', 'u', 'kelliema', ""ta'"", 'l-', 'Oppożizzjoni', 'mingħajr', 'restrizzjoni', ""ta'"", 'ħin', ';', 'ma', 'jkun', 'hemm', 'ebda', 'mozzjoni', 'u', 'ebda', 'vot', 'fl-', 'aħħar', 'tad-', 'dibattitu', ';', 'u', 'li', 'l-', 'introduzzjoni', 'u', 'l-', 'għeluq', 'isiru', 'mill-', 'Gvern', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5]"
 167,"['Fid-', '9', 'p', '.', 'm', '.', 'id-', 'diskussjoni', 'kienet', 'interrotta', 'u', 'baqgħet', 'aġġornata', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 168,"['Diskussjoni', 'dwar', 'iċ-', 'Charter', 'Ewropew', 'għall-', 'Intrapriżi', 'Żgħar', 'u', 'Medji', '-', 'Kontinwazzjoni', '.']","[5, 5, 5, 2, 6, 6, 6, 6, 6, 6, 5, 5, 5]"
 169,"['Riżoluzzjoni', 'tal-', 'Prim', 'Ministru', 'dwar', 'il-', 'qagħda', 'fil-', 'pajjiż', '-', 'Kontinwazzjoni', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 170,"['Abbozz', ""ta'"", 'Liġi', 'li', 'jemenda', 'l-', 'Att', 'dwar', 'l-', 'Uffiċċju', 'tal-', 'Posta', '-', 'Kumitat', 'Permanenti', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 7, 5, 5, 5, 5]"
 171,"['Abbozz', ""ta'"", 'Liġi', 'dwar', 'il-', 'Proċeduri', 'fil-', 'Qrati', 'u', 'fit-', 'Tribunali', '-', 'Kumitat', 'Permanenti', '.']","[5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 0, 5, 5, 5, 5]"
 172,"['Abbozz', ""ta'"", 'Liġi', 'dwar', 'il-', 'Metroloġija', '-', 'Kumitat', 'Permanenti', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 173,"['Fid-', '9.3', 'p', '.', 'm', '.', 'il-', 'Kamra', 'aġġornat', 'mingħajr', 'ma', 'saret', 'il-', 'mistoqsija']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 174,"['Att', 'Nru', 'XI', ""ta'"", 'l-', '2006', '-', 'Att', ""ta'"", 'l-', '2006', 'dwar', 'il-', 'Ġarr', 'Stradali', 'Internazzjonali', ""ta'"", 'Merkanzija', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 175,"['L-', 'ONOR.', 'JOE', 'MIZZI', '(', ""f'"", 'isem', 'l-', 'Onor.', 'Joe', 'Debono', 'Grech', ')', 'staqsa', 'lill-', 'Prim', 'Ministru', 'u', 'Ministru', 'tal-', 'Finanzi', ':', ""Jista'"", 'il-', 'Prim', 'Ministru', 'jgħid', 'kemm', 'ħaddiema', 'ġew', 'impjegati', 'mal-', 'gvern', 'part', '-', 'time', ',', 'full', '-', 'time', 'on', 'a', 'contract', 'basis', 'u', 'on', 'a', 'temporary', 'basis', 'mill-', '2003', 'sal-', 'lum', 'u', ""ma'"", 'liema', 'dipartiment', '?']","[5, 5, 8, 3, 5, 5, 5, 5, 5, 8, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 176,"['ONOR.', 'ANTHONY', 'ABELA', '(', 'Segretarju', 'Parlamentari', ')', '(', ""f'"", 'isem', 'il-', 'Prim', 'Ministru', 'u', 'Ministru', 'tal-', 'Finanzi', ')', ':', 'Nifhem', 'li', 'meta', 'l-', 'Onor.', 'Interpellant', 'qiegħed', 'isemmi', 'ħaddiema', 'on', 'a', 'temporary', 'basis', ',', 'qed', 'jirriferi', 'dawk', 'li', 'huma', 'mpjegati', 'bħala', 'casuals', '.']","[5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 177,"['Minn', 'Jannar', 'tas-', 'sena', '2003', 'sal-', 'lum', 'ġew', 'impjegati', '87', 'persuna', 'fuq', 'bażi', 'part', '-', 'time', ',', '507', ""b'"", 'kuntratt', 'full', '-', 'time', 'u', '810', 'casuals', 'fil-', 'ministeri', 'u', 'dipartimenti', 'tal-', 'gvern', 'filwaqt', 'li', 'matul', 'l-', 'istess', 'perijodu', 'spiċċaw', '1008', '-', 'in-', 'numru', 'totali', ""ta'"", 'impjegati', 'fis-', 'servizz', 'pubbliku', 'niżel', 'minn', '30701', 'għal', '29435', 'matul', 'l-', 'istess', 'perijodu', '-', 'bid-', 'dettalji', 'tagħhom', 'u', 'fejn', 'ġew', 'impjegati', 'sena', ""b'"", 'sena', 'jidhru', 'fil-', 'listi', 'li', 'qiegħed', 'inpoġġi', 'fuq', 'il-', 'mejda', 'tal-', 'Kamra', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 178,"['MR', 'SPEAKER', ':', 'L-', 'Onor.', 'Mizzi', ',', 'mistoqsija', 'supplimentari', '.']","[5, 5, 5, 5, 5, 8, 5, 5, 5, 5]"
 179,"['ONOR.', 'JOE', 'MIZZI', ':', ""F'"", 'dan', 'il-', 'perijodu', 'kien', 'hemm', 'minnhom', 'li', 'marru', ""ma'"", 'xi', ""awtorita'"", 'għalkemm', 'baqgħu', 'jidhru', 'li', 'huma', 'mpjegati', 'mal-', 'gvern', '?']","[5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5]"
 180,"['MR', 'SPEAKER', ':', 'Is-', 'Segretarju', 'Parlamentari', '.']","[5, 5, 5, 5, 8, 3, 5]"
 181,"['ONOR.', 'ANTHONY', 'ABELA', ':', 'Jekk', 'l-', 'Onor.', 'Interpellant', 'jara', 'l-', 'lista', 'estensiva', ""ta'"", 'dawn', 'il-', 'ħaddiema', 'isib', 'li', 'fl-', 'uffiċċju', 'tal-', 'president', ',', 'per', 'eżempju', ',', 'ġie', 'mpjegat', 'driver', 'wieħed', ',', 'fid-', 'domestic', 'staff', 'tal-', 'president', 'hemm', 'wieħed', ',', 'fl-', 'uffiċċju', 'tal-', 'prim', 'ministru', 'hemm', 'wieħed', 'bħala', 'administration', 'of', 'project', 'support', 'officer', ',', 'assistant', 'portal', 'webmaster', 'wieħed', ',', 'associate', 'consultant', 'wieħed', ',', 'casual', 'substitute', 'clerk', 'erbgħa', ',', 'eċċ', '.']","[5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 182,"['MR', 'SPEAKER', ':', 'L-', 'Onor.', 'Mizzi', '.']","[5, 5, 5, 5, 5, 8, 5]"
 183,"['ONOR.', 'JOE', 'MIZZI', ':', 'Peress', 'li', 'qed', 'jingħad', 'li', 'n-', 'numru', ""ta'"", 'ħaddiema', 'mal-', 'gvern', 'niżel', 'minn', '30,701', 'għal', '29,435', ',', 'staqsejt', 'jekk', 'fost', 'dawk', 'li', 'qalbu', ""ma'"", 'l-', 'awtoritajiet', 'hemmx', 'minnhom', 'li', 'għadhom', 'jidhru', 'bħala', 'mpjegati', 'tal-', 'gvern', '.']","[5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5]"
 184,"['MR', 'SPEAKER', ':', 'Is-', 'Segretarju', 'Parlamentari', '.']","[5, 5, 5, 5, 5, 5, 5]"
 185,"['ONOR.', 'ANTHONY', 'ABELA', ':', 'Safejn', 'naf', 'jien', ',', 'meta', 'jonqos', 'xi', 'ammont', 'minn', 'dawn', 'in-', 'nies', 'ikun', 'naqas', ""b'"", 'mod', 'regolari', ',', 'minħabba', 'li', 'jkunu', 'spiċċaw', 'biż-', 'żmien', 'jew', 'ikun', 'ġie', 'terminat', 'il-', 'kuntratt', 'tagħhom', '.']","[5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 186,"['L-', 'ONOR.', 'JOE', 'MIZZI', '(', ""f'"", 'isem', 'l-', 'Onor', 'Adrian', 'Vassallo', ')', 'staqsa', 'lill-', 'Prim', 'Ministru', 'u', 'Ministru', 'tal-', 'Finanzi', ':', ""Jista'"", 'il-', 'Prim', 'Ministru', 'jgħid', 'xi', 'ħsara', 'saret', 'fil-', 'postijiet', ""ta'"", 'detenzjoni', 'din', 'is-', 'sena', 'u', 'kemm', 'ġiet', 'tiswa', 'lit-', 'taxpayer', '?']","[5, 5, 8, 3, 5, 5, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
