id,tokens,ner_tags
 1838,"['De', 'Morgen']","[5, 1]"
 1839,['Aula'],[6]
 1840,"['In', 'de', 'profielen', 'ontdekten', 'De', 'Puydt', 'en', 'Lohest', 'verschillende', 'beenderrijke', 'lagen', 'met', 'ook', 'menselijke', 'fossielen', '.']","[0, 0, 0, 0, 2, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
 1841,"['Rucquoy', 'vond', 'veel', 'materiaal', ',', 'waaronder', 'een', 'stapel', 'hertengeweien', 'en', 'zeven', 'slagtanden', 'van', 'mammoeten', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1842,"['(', 'FSt', ')']","[0, 2, 0]"
 1843,"['Ze', 'werden', 'later', 'gepubliceerd', 'onder', 'de', 'naam', 'Spy', '2', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 4, 0]"
 1844,"['De', 'hele', 'opgravingscampagne', 'was', 'voorts', 'onbruikbaar', 'voor', 'voortgezet', 'wetenschappelijk', 'onderzoek', ',', 'want', 'behalve', 'wat', 'dagboeknotities', 'vertikte', 'Rucquoy', 'het', 'om', 'zijn', 'vondsten', 'op', 'papier', 'te', 'zetten', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1845,"['Tijdens', 'de', 'campagnes', 'in', '1927', 'en', '1933', 'vond', 'Joseph', 'Hamal-Nandrin', 'de', 'oudste', 'bewoningssporen', 'in', 'de', 'grot', ',', 'ook', 'uit', 'de', 'Neanderthal-tijd', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"
 1846,"['In', 'het', 'opgravingspuin', 'van', 'de', 'vorige', 'campagnes', ',', 'dat', 'ze', 'moesten', 'ruimen', 'om', 'hun', 'werk', 'te', 'kunnen', 'voortzetten', ',', 'vonden', 'ze', 'talrijke', 'Neanderthalbeenderen', ',', 'die', 'door', 'hun', 'voorgangers', 'achteloos', 'op', 'de', 'rommelhoop', 'waren', 'gegooid', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1847,"['In', 'die', 'nieuwe', 'sleuf', 'vonden', 'ze', 'een', 'ander', 'Neanderthalerskelet', ',', 'Spy', '1', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 4, 0]"
 1848,"['In', 'tegenstelling', 'tot', 'wat', 'nu', 'gangbaar', 'is', ',', 'werd', 'de', 'grot', 'van', 'onder', 'naar', 'boven', 'opgegraven', ',', 'waardoor', 'de', 'befaamde', 'skeletten', 'van', 'Spy', 'op', 'een', 'gegeven', 'ogenblik', 'uit', 'het', 'plafond', 'naar', 'beneden', 'vielen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1849,"['Als', 'men', 'de', 'grot', 'van', 'Spy', 'nu', 'had', 'opgegraven', ',', 'zou', 'die', 'waarschijnlijk', 'een', 'van', 'de', 'belangrijkste', ',', 'zo', 'niet', 'de', 'belangrijkste', 'vindplaats', 'in', 'Europa', 'zijn']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1850,"['Had', 'men', 'de', 'grot', 'van', 'Spy', 'nu', 'opgegraven', ',', 'dan', 'zou', 'ze', 'waarschijnlijk', 'een', 'van', 'de', 'belangrijkste', ',', 'zo', 'niet', 'de', 'allerbelangrijkste', 'archeologische', 'vindplaats', 'zijn', 'van', 'Europa', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1851,"['-DOCSTART-', ""D'Udekem"", ""d'Acoz"", 'treedt', 'met', 'zijn', 'weigering', 'de', 'Vlaamse', 'wetgeving', 'op', 'de', 'bescherming', 'van', 'het', 'archeologisch', 'patrimonium', 'met', 'voeten', '.']","[0, 2, 4, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1852,"['Burgemeester', 'van', 'Poperinge', 'weigert', 'in', 'bouwput', 'gevonden', 'voorwerpen', 'nader', 'te', 'laten', 'onderzoeken']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1853,"['(', 'FSt', ')']","[0, 2, 0]"
 1854,"['Maar', 'zoals', 'gezegd', ',', 'niemand', 'in', 'Poperinge', ',', 'zeker', 'de', 'burgemeester', 'niet', ',', 'wilde', 'me', 'de', 'stukken', 'tonen', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1855,['Aula'],[6]
 1856,"['Nieuwbakken', 'graaf', ""d'Udekem"", ""d'Acoz"", ',', 'al', 'sinds', 'jaar', 'en', 'dag', 'burgemeester', 'van', 'Poperinge', 'en', 'vooral', 'bekend', 'als', 'de', 'oom', 'van', 'prinses', 'Mathilde', ',', 'besloot', 'een', 'jaar', 'of', 'drie', 'geleden', 'zijn', 'mooie', 'gemeentehuis', 'te', 'verbouwen', '.']","[0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1857,"['Nog', 'voor', 'die', 'tijd', 'was', 'Poperinge', 'ook', 'een', 'relatief', 'belangrijke', 'Romeinse', 'vesting', ',', 'waar', 'een', 'heerbaan', 'doorheen', 'liep', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
 1858,"['""', 'Er', 'deden', 'toen', 'hardnekkige', 'geruchten', 'de', 'ronde', 'dat', 'er', 'geen', 'bouwvergunning', 'was', '""', ',', 'zegt', 'Marc', 'Dewilde', ',', 'die', 'door', 'zijn', 'werk', 'als', 'vergund', 'archeoloog', 'voor', 'het', 'Vlaamse', 'IAP', 'toezicht', 'moet', 'houden', 'op', 'werkzaamheden', ',', 'waarbij', 'archeologisch', 'interessante', 'vondsten', 'kunnen', 'worden', 'gedaan', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1859,"['Een', 'Vlaams', 'decreet', 'verplicht', 'eenieder', 'die', 'bij', 'werken', 'een', 'archeologische', 'ontdekking', 'doet', ',', 'die', 'te', 'melden', 'aan', 'het', 'IAP', '.']","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]"
 1860,"['""', 'Poperinge', 'is', 'een', 'stad', 'waar', 'heel', 'wat', 'bouwprojecten', 'plaatsvinden', '""', ',', 'zegt', 'Dewilde', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
 1861,"['Als', 'stok', 'achter', 'de', 'deur', 'wil', 'Dewilde', 'nu', 'een', 'dossier', 'dat', 'door', 'Poperinge', 'sterk', 'gepusht', 'wordt', 'en', 'dat', 'voor', 'het', 'imago', 'van', 'de', 'burgemeester', 'belangrijk', 'is', ',', 'slechts', 'van', 'een', ""'"", 'voorwaardelijk', ""'"", 'gunstig', 'advies', 'voorzien', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1862,"['Poperinge', 'is', 'veel', 'ouder', 'dan', 'Ieper', 'en', 'kan', 'daarom', 'veel', 'nuttige', 'gegevens', 'verstrekken', 'over', 'de', 'steden', 'tijdens', 'de', 'Karolingische', 'tijd', '.']","[3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
 1863,"['Frans', 'Steenhoudt']","[2, 4]"
 1864,"['De', 'Morgen']","[5, 1]"
 1865,"['In', 'Ieper', 'doen', 'ze', 'hun', 'uiterste', 'best', 'om', 'het', 'patrimonium', 'in', 'ere', 'te', 'houden', '(', 'zie', 'hierboven', ')', ',', 'in', 'Poperinge', 'neemt', 'men', 'het', 'heel', 'wat', 'minder', 'nauw', 'met', 'ons', 'verleden', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1866,"['-DOCSTART-', 'ARCHEOLOGIE', 'Ieper', 'legt', 'zijn', 'Sint-Michiels-parochie', 'bloot']","[0, 0, 3, 0, 0, 3, 0]"
 1867,"['De', 'Sint-Michiels-parochie', 'moet', 'een', 'relatief', 'bloeiende', 'gemeenschap', 'hebben', 'gevormd', 'en', 'dat', 'verontrustte', 'de', 'Ieperse', 'patriciërs', ',', 'die', 'zo', 'hun', 'macht', 'bedreigd', 'zagen', 'door', 'nieuwe', 'rijken', 'van', 'buiten', 'het', 'stadscentrum', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1868,"['Sint-Michiels', 'lag', 'op', 'de', 'grote', 'weg', 'naar', 'Rijsel', ',', 'waarmee', 'Ieper', 'bloeiende', 'handelsrelaties', 'onderhield', '.']","[3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0]"
 1869,"['Ook', 'in', 'de', 'kroeg', 'aan', 'de', 'Rijselpoort', ',', 'waar', 'Dewilde', 'met', 'zijn', 'ploeg', 'af', 'en', 'toe', 'verpozing', 'zoekt', ',', 'staat', 'alles', 'in', 'het', 'teken', 'van', 'de', 'grote', 'oorlog', 'en', 'kijkt', 'een', 'geüniformeerde', 'levensgrote', 'soldatenpop', 'je', 'recht', 'in', 'het', 'gezicht', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1870,"[""'"", 'De', 'verdronken', 'weiden', ""'"", ',', 'een', 'uitgestrekt', 'drassig', 'gebied', 'ten', 'zuiden', 'van', 'Ieper', ',', 'dat', 'tegenwoordig', 'voor', 'waterwinning', 'wordt', 'gebruikt', ',', 'was', 'vroeger', 'een', 'welvarend', 'deel', 'van', 'de', 'middeleeuwse', 'stad', '.']","[0, 3, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1871,"['Sint-Michiels', ',', 'of', 'wat', 'ervan', 'overblijft', ',', 'ligt', 'nog', 'altijd', 'buiten', 'de', 'stadsmuren', 'en', 'dat', 'is', 'uiteindelijk', 'zonder', 'enige', 'twijfel', 'de', 'redding', 'geweest', 'voor', 'dit', 'stukje', 'Ieperse', 'geschiedenis', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
 1872,"['Sint-Michiels', 'moet', 'in', 'de', 'dertiende', 'eeuw', 'al', 'behoorlijk', 'vochtig', 'zijn', 'geweest', ',', 'want', 'naast', 'de', 'rijen', 'met', 'palen', ',', 'die', 'de', 'funderingen', 'vormden', 'voor', 'de', 'woningen', ',', 'zijn', 'twee', 'diepe', 'grachten', 'te', 'zien', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1873,"['De', 'Ieperlingen', 'waren', 'beslagen', 'in', 'het', 'beheersen', 'van', 'de', 'wateroverlast', '.']","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1874,"['""', 'Door', 'de', 'inhoud', 'van', 'de', 'grachten', 'zorgvuldig', 'te', 'onderzoeken', ',', 'kwamen', 'we', 'heel', 'wat', 'te', 'weten', 'over', 'het', 'menu', 'van', 'de', 'inwoners', 'van', 'Sint-Michiels', '""', ',', 'benadrukt', 'Dewilde', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0]"
 1875,"['Op', 'de', 'video', 'draait', 'nonstop', 'een', 'docudrama', 'over', 'de', 'bloedige', 'strijd', 'met', ""'"", 'den', 'Duits', ""'"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
 1876,"['Sint-Michiels', 'werd', 'met', 'de', 'grond', 'gelijk', 'gemaakt', 'door', 'legers', 'met', 'Gentse', 'en', 'ook', 'Engelse', 'soldaten', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0]"
 1877,"['""', 'Het', 'is', 'een', 'bommenkrater', '""', ',', 'preciseert', 'Dewilde', ',', '""', 'van', 'een', 'obus', 'uit', 'de', 'Eerste', 'Wereldoorlog', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0]"
 1878,"['""', 'De', 'straten', 'volgen', 'de', 'loop', 'van', 'de', 'vele', 'beekjes', ',', 'die', 'samen', 'de', 'Ieperlee', 'vormen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
 1879,"['De', 'middeleeuwse', 'inwoners', 'van', 'Ieper', 'aten', 'vooral', 'fruit', ',', 'brood', ',', 'schaap', ',', 'vis', 'en', 'rund', 'of', 'varken']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1880,"['Frans', 'Steenhoudt']","[2, 4]"
 1881,"['Die', 'wereldoorlog', 'leeft', 'zoals', 'bekend', 'nog', 'erg', 'door', 'in', 'Ieper', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1882,"['De', 'Morgen']","[5, 1]"
 1883,"[""'"", 'Sint-Michiels', 'was', 'misschien', 'wel', 'een', 'belangrijke', 'schakel', 'in', 'de', 'Ieperse', 'middeleeuwse', 'lakenindustrie', ""'"", ',', 'zegt', 'Marc', 'Dewilde', ',', 'die', 'de', 'overblijfselen', 'van', 'de', 'oude', 'industriële', 'buitenparochie', 'opgraaft', 'in', 'opdracht', 'van', 'het', 'Instituut', 'voor', 'het', 'Archeologische', 'Patrimonium', '(', 'IAP', ')', 'en', 'met', 'de', 'steun', 'van', 'de', 'Stad', 'Ieper', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 1, 1, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1884,"['Zo', 'zie', 'je', 'maar', ':', 'de', 'geschiedenis', 'laat', 'in', 'alle', 'tijdperken', ""z'n"", 'sporen', 'na', ',', 'zeker', 'in', 'Ieper', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1885,"['De', 'parochie', ',', 'want', 'dat', 'was', 'het', 'uiteindelijk', ',', 'duikt', 'voor', 'het', 'eerst', 'omstreeks', '1249', 'in', 'historische', 'bronnen', 'op', ',', 'onder', 'de', 'naam', 'Sint-Michiels', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1886,"['""', 'De', 'parochie', 'lag', 'buiten', 'de', 'toenmalige', 'stadswallen', '""', ',', 'wijst', 'Dewilde', 'achter', 'zich', ',', 'waar', 'dikke', 'stadsmuren', 'in', 'gele', 'lokale', 'baksteen', 'uit', 'het', 'water', 'rijzen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1887,"['Philips', 'de', 'Stoute', ',', 'de', 'toenmalige', 'heerser', ',', 'verbood', 'de', 'wederopbouw', 'na', 'de', 'belegering', ',', 'iets', 'wat', 'door', 'het', 'Ieperse', 'establishment', 'werd', 'toegejuicht', ',', 'omdat', 'de', 'ambachtslui', ',', 'die', 'zich', 'in', 'de', 'parochies', 'hadden', 'gevestigd', ',', 'zo', 'verplicht', 'werden', 'zich', 'binnen', 'de', 'kleine', 'stadsomwalling', 'te', 'vestigen', '.']","[2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1888,"['""', 'Voor', 'de', 'afwatering', '""', ',', 'weet', 'Dewilde', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0]"
 1889,"['""', 'Dankzij', 'de', 'grote', 'vochtigheid', 'is', 'het', 'meeste', 'organische', 'materiaal', 'goed', 'bewaard', '""', ',', 'knikt', 'Dewilde', 'goedkeurend', ',', 'terwijl', 'hij', 'de', 'site', 'overschouwt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
 1890,['Aula'],[6]
 1891,"['In', 'een', 'hoek', 'van', 'het', 'opgravingsterrein', 'gaapt', 'een', 'rond', 'gat', 'waarin', 'alle', 'sporen', 'uit', 'de', 'Middeleeuwen', 'verdwenen', 'zijn', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0]"
 1892,"['Waar', 'Ieper', 'in', 'die', 'tijd', 'beroemd', 'voor', 'was', ',', 'was', 'de', 'lakenproductie', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1893,"['Tussen', '1305', 'en', '1326', 'werd', 'de', 'parochie', 'Sint-Michiels', 'door', 'de', 'stad', 'opgeslokt', ',', 'nadat', 'men', 'een', 'tweede', 'verdedigingslinie', 'had', 'aangelegd', 'waardoor', 'ook', 'de', 'drie', 'andere', 'bekende', 'buitenparochies', 'binnen', 'de', 'stadsmuren', 'kwamen', 'te', 'liggen', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1894,"['Sint-Michiels', 'werd', ""'"", 'vergeten', ""'"", 'na', 'enkele', 'belegeringen', 'en', 'bleef', 'eeuwen', 'onder', 'de', 'vette', ',', 'doorweekte', 'klei', 'zitten', ',', 'waar', 'het', 'nu', 'stukje', 'bij', 'beetje', 'uit', 'tevoorschijn', 'wordt', 'gehaald', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1895,"['In', 'de', 'Middeleeuwen', 'nam', 'men', 'het', 'niet', 'zo', 'nauw', 'met', 'de', 'algemene', 'hygiëne', '.']","[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1896,"['Helaas', 'zijn', 'de', 'archeologische', 'sporen', 'in', 'de', 'Verdronken', 'Weiden', 'verstoord', 'door', 'nogal', 'wat', 'recentere', 'fenomenen', 'die', 'herinneren', 'aan', 'andere', 'grote', 'veldslagen', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1897,"['-DOCSTART-', 'De', 'Koning', 'Boudewijnstichting', 'koos', 'als', 'titelfoto', 'voor', 'een', 'toeristische', 'brochure', 'over', 'de', 'Kunstberg', 'precies', 'het', 'beeld', 'van', 'skatende', 'jongeren', 'op', 'de', 'esplanade', '.']","[0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1898,"['Zo', 'moeten', 'de', 'skateboarders', 'aan', 'de', 'Kunstberg', 'weg', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0]"
 1899,"['Ter', 'wille', 'van', 'de', 'veiligheid', 'van', 'de', 'voorbijgangers', 'en', 'de', 'veiligheid', 'van', 'de', 'jongelui', 'zelf', ',', 'is', 'het', 'voortaan', 'verboden', 'te', 'skaten', 'in', 'Brussel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1900,"['In', 'Brussel', 'wil', 'burgemeester', 'François-Xavier', 'de', 'Donnea', '(', 'PRL', ')', 'naar', 'aanleiding', 'van', 'Euro', '2000', 'en', 'van', 'het', 'festival', 'Brussel', '2000', ',', 'alvast', 'een', 'strakke', 'en', 'overzichtelijke', 'binnenstad', '.']","[0, 3, 0, 0, 2, 4, 4, 0, 5, 0, 0, 0, 0, 6, 7, 0, 0, 0, 0, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0]"
 1901,"['Een', 'opgeruimde', 'Kunstberg', '.']","[0, 0, 3, 0]"
 1902,"['De', 'woordvoerder', 'verwijst', 'naar', 'artikel', '2.3', 'en', '7.6', 'van', 'algemeen', 'politiereglementen', 'van', 'de', 'stad', 'Brussel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1903,"['Om', 'als', 'specifieke', 'groep', 'erkend', 'te', 'worden', ',', 'hield', 'een', 'dertigal', 'jonge', 'skaters', 'woendagavond', 'een', 'protestactie', 'in', 'Gent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1904,"['In', 'België', 'zouden', '750', 'skaters', 'actief', 'zijn', '.']","[0, 3, 0, 0, 0, 0, 0, 0]"
 1905,"['De', 'Morgen']","[5, 1]"
 1906,"['Michèle', 'Vanderplaetsen']","[2, 4]"
 1907,"['Brussel', '/', 'Gent']","[3, 0, 3]"
 1908,"['Al', 'enkele', 'weken', 'lang', 'laat', 'de', 'burgemeester', 'zijn', 'wens', 'kracht', 'bijzetten', 'door', 'de', 'politie', 'van', 'Brussel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1909,"['""', 'En', 'Jack', 'Lang', ',', 'de', 'Franse', 'minister', ',', 'vindt', 'jongerencultuur', 'prima', ',', 'hij', 'neemt', 'rap', 'en', 'techno', 'au', 'sérieux', '.']","[0, 0, 2, 4, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1910,"['Michèle', 'Van', 'der', 'Plaetsen', '/', 'Kristof', 'Demasure']","[2, 4, 4, 4, 0, 2, 4]"
 1911,"['""', 'Onder', 'hen', 'zijn', 'er', 'velen', 'die', 'de', 'skates', 'willen', 'gebruiken', 'als', 'transportmiddel', 'van', 'en', 'naar', 'het', 'werk', '""', ',', 'zegt', 'Claire', 'Vandermaesen', 'van', 'de', 'Gentse', 'beweging', 'LSD', ',', 'een', 'groep', 'jongeren', 'die', 'woensdagavond', 'een', 'protestparcours', 'aflegde', 'van', 'de', 'Watersportbaan', 'naar', 'het', 'Woodrow', 'Wilsonplein', 'in', 'Gent', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 8, 0, 3, 0]"
 1912,"['Skaters', 'horen', 'volgens', 'LSD', 'niet', 'huis', 'op', 'het', 'voetpad', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0]"
 1913,"['Mensen', 'voelden', 'zich', 'niet', 'veilig', 'op', 'de', 'trappen', 'van', 'de', 'Kunstberg', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 1914,"['De', 'gids', 'vertelt', 'over', 'de', 'Kunstberg', 'over', 'de', 'eeuwen', 'heen', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
 1915,"['""', 'In', 'Parijs', 'en', 'andere', 'grote', 'steden', 'heb', 'je', 'op', 'openbare', 'pleinen', 'overal', 'skaters', 'en', 'rollerbladers', '.']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1916,"['Wat', 'weet', 'burgemeester', 'De', 'Donnea', 'van', 'opgroeien', 'in', 'een', 'stad.', ""'s"", 'Avonds', 'verschanst', 'hij', 'zich', 'in', 'zijn', 'villa', ',', 'ten', 'zuiden', 'van', 'Brussel', ',', 'in', 'de', 'zogenaamde', ""'"", 'clos', 'des', 'miljardaires', ""'"", '.']","[0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1917,"['""', 'Ja', ',', 'dat', 'was', 'voor', 'het', 'verbod', 'van', 'de', 'gemeente', '""', 'verklaart', 'opdrachthouder', 'Thierry', 'Timmermans', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0]"
 1918,"['Wie', 'wil', 'skaten', ',', 'moet', 'voortaan', 'naar', 'Anderlecht', ',', 'of', 'naar', 'Schaarbeek', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0]"
 1919,"['De', 'skaters', 'op', 'de', 'Kunstberg', 'zijn', 'een', 'multicultureel', 'volkje', ',', 'dat', 'het', 'verbieden', 'van', 'skaten', 'op', 'openbare', 'plaatsen', 'een', 'stomme', 'beslissing', 'vindt', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1920,"['De', 'politie', 'van', 'Brussel', 'verbiedt', 'intussen', 'het', 'skaten', 'over', 'het', 'hele', 'gebied', 'van', 'de', 'gemeente', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 1921,"['Marion', 'Lemesre', 'is', 'nochtans', 'partijgenote', 'van', 'de', 'burgemeester', '.']","[2, 4, 0, 0, 0, 0, 0, 0, 0]"
